"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 18:53:16 GMT 2024","Wed Jul 24 18:53:16 GMT 2024","82","","","","","","GET_modified_post",""
"failed","Wed Jul 24 18:53:16 GMT 2024","Wed Jul 24 18:53:16 GMT 2024","84","","","","","","PATCH_post_failed",""
"passed","Wed Jul 24 18:53:16 GMT 2024","Wed Jul 24 18:53:16 GMT 2024","81","","","","","","DELETE_post",""
"passed","Wed Jul 24 18:53:15 GMT 2024","Wed Jul 24 18:53:15 GMT 2024","87","","","","","","create_booking_post",""
"passed","Wed Jul 24 18:53:15 GMT 2024","Wed Jul 24 18:53:16 GMT 2024","83","","","","","","PUT_post",""
"passed","Wed Jul 24 18:53:15 GMT 2024","Wed Jul 24 18:53:15 GMT 2024","90","","","","","","auth",""
"passed","Wed Jul 24 18:53:15 GMT 2024","Wed Jul 24 18:53:15 GMT 2024","345","","","","","","/ping",""
"failed","Wed Jul 24 18:53:16 GMT 2024","Wed Jul 24 18:53:16 GMT 2024","88","","","","","","PATCH_post",""
