"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","26","","","","","","PATCH_post",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","26","","","","","","auth",""
"failed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","22","","","","","","PATCH_post_failed",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","21","","","","","","create_booking_post",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","20","","","","","","DELETE_post",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","112","","","","","","/ping",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","23","","","","","","PUT_post",""
"passed","Wed Jul 24 18:56:17 GMT 2024","Wed Jul 24 18:56:17 GMT 2024","20","","","","","","GET_modified_post",""
